,year,ceremony,award,is_winner,winner,movieName,filmInfo
5800,1979,52,Music (Original Song),,,"""It's Easy To Say"" from 10",Music by Henry Mancini; Lyric by Robert Wells
5801,1979,52,Music (Original Song),,,"""The Rainbow Connection"" from The Muppet Movie",Music and Lyric by Paul Williams and Kenny Ascher
5802,1979,52,Music (Original Song),,,"""Through The Eyes Of Love"" from Ice Castles",Music by Marvin Hamlisch; Lyric by Carole Bayer Sager
5803,1979,52,Best Picture,,,All That Jazz ,"Robert Alan Aurthur, Producer"
5804,1979,52,Best Picture,,,Apocalypse Now ,"Francis Coppola, Producer; Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers"
5805,1979,52,Best Picture,,,Breaking Away ,"Peter Yates, Producer"
5806,1979,52,Best Picture,1.0,1.0,Kramer vs. Kramer ,"Stanley R. Jaffe, Producer"
5807,1979,52,Best Picture,,,Norma Rae ,"Tamara Asseyev and Alex Rose, Producers"
5808,1979,52,Short Film (Animated),,,Dream Doll ,"Bob Godfrey and Zlatko Grgic, Producers"
5809,1979,52,Short Film (Animated),1.0,1.0,Every Child ,"Derek Lamb, Producer"
5810,1979,52,Short Film (Animated),,,It's So Nice to Have a Wolf around the House ,"Paul Fierlinger, Producer"
5811,1979,52,Short Film (Live Action),1.0,1.0,Board and Care ,"Sarah Pillsbury and Ron Ellis, Producers"
5812,1979,52,Short Film (Live Action),,,Bravery in the Field ,"Roman Kroitor and Stefan Wodoslawsky, Producers"
5813,1979,52,Short Film (Live Action),,,"Oh Brother, My Brother ","Carol Lowell and Ross Lowell, Producers"
5814,1979,52,Short Film (Live Action),,,The Solar Film ,"Saul Bass and Michael Britton, Producers"
5815,1979,52,Short Film (Live Action),,,Solly's Diner ,"Harry Mathias, Jay Zukerman and Larry Hankin, Producers"
5816,1979,52,Sound,1.0,1.0,Apocalypse Now ,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer"
5817,1979,52,Sound,,,The Electric Horseman ,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton"
5818,1979,52,Sound,,,Meteor ,"William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon"
5819,1979,52,Sound,,,1941,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa"
5820,1979,52,Sound,,,The Rose ,"Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb"
5821,1979,52,Visual Effects,1.0,1.0,Alien ,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling"
5822,1979,52,Visual Effects,,,The Black Hole ,"Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale"
5823,1979,52,Visual Effects,,,Moonraker ,"Derek Meddings, Paul Wilson, John Evans"
5824,1979,52,Visual Effects,,,1941,"William A. Fraker, A. D. Flowers, Gregory Jein"
5825,1979,52,Visual Effects,,,Star Trek - The Motion Picture ,"Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune"
5826,1979,52,Writing (Screenplay Based on Material from Another Medium),,,Apocalypse Now ,"John Milius, Francis Coppola"
5827,1979,52,Writing (Screenplay Based on Material from Another Medium),1.0,1.0,Kramer vs. Kramer ,Robert Benton
5828,1979,52,Writing (Screenplay Based on Material from Another Medium),,,La Cage aux Folles ,"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret"
5829,1979,52,Writing (Screenplay Based on Material from Another Medium),,,A Little Romance ,Allan Burns
5830,1979,52,Writing (Screenplay Based on Material from Another Medium),,,Norma Rae ,"Irving Ravetch, Harriet Frank, Jr."
5831,1979,52,Writing (Screenplay Written Directly for the Screen),,,All That Jazz ,"Robert Alan Aurthur, Bob Fosse"
5832,1979,52,Writing (Screenplay Written Directly for the Screen),,,...And Justice for All ,"Valerie Curtin, Barry Levinson"
5833,1979,52,Writing (Screenplay Written Directly for the Screen),1.0,1.0,Breaking Away ,Steve Tesich
5834,1979,52,Writing (Screenplay Written Directly for the Screen),,,The China Syndrome ,"Mike Gray, T.S. Cook, James Bridges"
5835,1979,52,Writing (Screenplay Written Directly for the Screen),,,Manhattan ,"Woody Allen, Marshall Brickman"
5836,1979,52,Special Achievement Award (Sound Editing),1.0,1.0,The Black Stallion ,Alan Splet
5837,1979,52,Jean Hersholt Humanitarian Award,1.0,1.0,Robert Benjamin,
5838,1979,52,Honorary Award,1.0,1.0,Alec Guinness,
5839,1979,52,Honorary Award,1.0,1.0,Hal Elias,
5840,1979,52,Irving G. Thalberg Memorial Award,1.0,1.0,Ray Stark,
5841,1979,52,Medal of Commendation,1.0,1.0,John O. Aalberg,
5842,1979,52,Medal of Commendation,1.0,1.0,Charles G. Clarke,
5843,1979,52,Medal of Commendation,1.0,1.0,John G. Frayne,
5844,1980,53,Actor in a Leading Role,1.0,1.0,Robert De Niro,Raging Bull
5845,1980,53,Actor in a Leading Role,,,Robert Duvall,The Great Santini
5846,1980,53,Actor in a Leading Role,,,John Hurt,The Elephant Man
5847,1980,53,Actor in a Leading Role,,,Jack Lemmon,Tribute
5848,1980,53,Actor in a Leading Role,,,Peter O'Toole,The Stunt Man
5849,1980,53,Actor in a Supporting Role,,,Judd Hirsch,Ordinary People
5850,1980,53,Actor in a Supporting Role,1.0,1.0,Timothy Hutton,Ordinary People
5851,1980,53,Actor in a Supporting Role,,,Michael O'Keefe,The Great Santini
5852,1980,53,Actor in a Supporting Role,,,Joe Pesci,Raging Bull
5853,1980,53,Actor in a Supporting Role,,,Jason Robards,Melvin and Howard
5854,1980,53,Actress in a Leading Role,,,Ellen Burstyn,Resurrection
5855,1980,53,Actress in a Leading Role,,,Goldie Hawn,Private Benjamin
5856,1980,53,Actress in a Leading Role,,,Mary Tyler Moore,Ordinary People
5857,1980,53,Actress in a Leading Role,,,Gena Rowlands,Gloria
5858,1980,53,Actress in a Leading Role,1.0,1.0,Sissy Spacek,Coal Miner's Daughter
5859,1980,53,Actress in a Supporting Role,,,Eileen Brennan,Private Benjamin
5860,1980,53,Actress in a Supporting Role,,,Eva Le Gallienne,Resurrection
5861,1980,53,Actress in a Supporting Role,,,Cathy Moriarty,Raging Bull
5862,1980,53,Actress in a Supporting Role,,,Diana Scarwid,Inside Moves
5863,1980,53,Actress in a Supporting Role,1.0,1.0,Mary Steenburgen,Melvin and Howard
5864,1980,53,Art Direction,,,Coal Miner's Daughter ,Art Direction: John W. Corso; Set Decoration: John M. Dwyer
5865,1980,53,Art Direction,,,The Elephant Man ,"Art Direction: Stuart Craig, Bob Cartwright; Set Decoration: Hugh Scaife"
5866,1980,53,Art Direction,,,The Empire Strikes Back ,"Art Direction: Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins; Set Decoration: Michael Ford"
5867,1980,53,Art Direction,,,Kagemusha (The Shadow Warrior) ,Yoshiro Muraki
5868,1980,53,Art Direction,1.0,1.0,Tess ,"Art Direction: Pierre Guffroy, Jack Stephens"
5869,1980,53,Cinematography,,,The Blue Lagoon ,Nestor Almendros
5870,1980,53,Cinematography,,,Coal Miner's Daughter ,Ralf D. Bode
5871,1980,53,Cinematography,,,The Formula ,James Crabe
5872,1980,53,Cinematography,,,Raging Bull ,Michael Chapman
5873,1980,53,Cinematography,1.0,1.0,Tess ,"Geoffrey Unsworth, Ghislain Cloquet"
5874,1980,53,Costume Design,,,The Elephant Man ,Patricia Norris
5875,1980,53,Costume Design,,,My Brilliant Career ,Anna Senior
5876,1980,53,Costume Design,,,Somewhere in Time ,Jean-Pierre Dorleac
5877,1980,53,Costume Design,1.0,1.0,Tess ,Anthony Powell
5878,1980,53,Costume Design,,,When Time Ran Out ,Paul Zastupnevich
5879,1980,53,Directing,,,The Elephant Man ,David Lynch
5880,1980,53,Directing,1.0,1.0,Ordinary People ,Robert Redford
5881,1980,53,Directing,,,Raging Bull ,Martin Scorsese
5882,1980,53,Directing,,,The Stunt Man ,Richard Rush
5883,1980,53,Directing,,,Tess ,Roman Polanski
5884,1980,53,Documentary (Feature),,,Agee ,"Ross Spears, Producer"
5885,1980,53,Documentary (Feature),,,The Day after Trinity ,"Jon Else, Producer"
5886,1980,53,Documentary (Feature),1.0,1.0,From Mao to Mozart: Isaac Stern in China ,"Murray Lerner, Producer"
5887,1980,53,Documentary (Feature),,,Front Line ,"David Bradbury, Producer"
5888,1980,53,Documentary (Feature),,,The Yellow Star - The Persecution of the Jews in Europe 1933-45 ,"Bengt von zur Muehlen and Arthur Cohn, Producers"
5889,1980,53,Documentary (Short Subject),,,Don't Mess with Bill ,"John Watson and Pen Densham, Producers"
5890,1980,53,Documentary (Short Subject),,,The Eruption of Mount St. Helens ,"George Casey, Producer"
5891,1980,53,Documentary (Short Subject),,,It's the Same World ,"Dick Young, Producer"
5892,1980,53,Documentary (Short Subject),1.0,1.0,Karl Hess: Toward Liberty ,"Roland Hallé and Peter W. Ladue, Producers"
5893,1980,53,Documentary (Short Subject),,,Luther Metke at 94 ,"Richard Hawkins and Jorge Preloran, Producers"
5894,1980,53,Film Editing,,,Coal Miner's Daughter ,Arthur Schmidt
5895,1980,53,Film Editing,,,The Competition ,David Blewitt
5896,1980,53,Film Editing,,,The Elephant Man ,Anne V. Coates
5897,1980,53,Film Editing,,,Fame ,Gerry Hambling
5898,1980,53,Film Editing,1.0,1.0,Raging Bull ,Thelma Schoonmaker
5899,1980,53,Foreign Language Film,,,Confidence ,Hungary
5900,1980,53,Foreign Language Film,,,Kagemusha (The Shadow Warrior) ,Japan
5901,1980,53,Foreign Language Film,,,The Last Metro ,France
5902,1980,53,Foreign Language Film,1.0,1.0,Moscow Does Not Believe in Tears ,Union of Soviet Socialist Republics
5903,1980,53,Foreign Language Film,,,The Nest ,Spain
5904,1980,53,Music (Original Score),,,Altered States ,John Corigliano
5905,1980,53,Music (Original Score),,,The Elephant Man ,John Morris
5906,1980,53,Music (Original Score),,,The Empire Strikes Back ,John Williams
5907,1980,53,Music (Original Score),1.0,1.0,Fame ,Michael Gore
5908,1980,53,Music (Original Score),,,Tess ,Philippe Sarde
5909,1980,53,Music (Original Song),1.0,1.0,"""Fame"" from Fame",Music by Michael Gore; Lyric by Dean Pitchford
5910,1980,53,Music (Original Song),,,"""Nine To Five"" from Nine to Five",Music and Lyric by Dolly Parton
5911,1980,53,Music (Original Song),,,"""On The Road Again"" from Honeysuckle Rose",Music and Lyric by Willie Nelson
5912,1980,53,Music (Original Song),,,"""Out Here On My Own"" from Fame",Music by Michael Gore; Lyric by Lesley Gore
5913,1980,53,Music (Original Song),,,"""People Alone"" from The Competition",Music by Lalo Schifrin; Lyric by Wilbur Jennings
5914,1980,53,Best Picture,,,Coal Miner's Daughter ,"Bernard Schwartz, Producer"
5915,1980,53,Best Picture,,,The Elephant Man ,"Jonathan Sanger, Producer"
5916,1980,53,Best Picture,1.0,1.0,Ordinary People ,"Ronald L. Schwary, Producer"
5917,1980,53,Best Picture,,,Raging Bull ,"Irwin Winkler and Robert Chartoff, Producers"
5918,1980,53,Best Picture,,,Tess ,"Claude Berri, Producer; Timothy Burrill, Co-Producer"
5919,1980,53,Short Film (Animated),,,All Nothing ,"Frédéric Back, Producer"
5920,1980,53,Short Film (Animated),1.0,1.0,The Fly ,"Ferenc Rofusz, Producer"
5921,1980,53,Short Film (Animated),,,History of the World in Three Minutes Flat ,"Michael Mills, Producer"
5922,1980,53,Short Film (Dramatic Live Action),1.0,1.0,The Dollar Bottom ,"Lloyd Phillips, Producer"
5923,1980,53,Short Film (Dramatic Live Action),,,Fall Line ,"Bob Carmichael and Greg Lowe, Producers"
5924,1980,53,Short Film (Dramatic Live Action),,,A Jury of Her Peers ,"Sally Heckel, Producer"
5925,1980,53,Sound,,,Altered States ,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton"
5926,1980,53,Sound,,,Coal Miner's Daughter ,"Richard Portman, Roger Heman, Jim Alexander"
5927,1980,53,Sound,1.0,1.0,The Empire Strikes Back ,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton"
5928,1980,53,Sound,,,Fame ,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman"
5929,1980,53,Sound,,,Raging Bull ,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz"
5930,1980,53,Writing (Screenplay Based on Material from Another Medium),,,Breaker Morant ,"Jonathan Hardy, David Stevens, Bruce Beresford"
5931,1980,53,Writing (Screenplay Based on Material from Another Medium),,,Coal Miner's Daughter ,Tom Rickman
5932,1980,53,Writing (Screenplay Based on Material from Another Medium),,,The Elephant Man ,"Christopher DeVore, Eric Bergren, David Lynch"
5933,1980,53,Writing (Screenplay Based on Material from Another Medium),1.0,1.0,Ordinary People ,Alvin Sargent
5934,1980,53,Writing (Screenplay Based on Material from Another Medium),,,The Stunt Man ,Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush
5935,1980,53,Writing (Screenplay Written Directly for the Screen),,,Brubaker ,"Screenplay by W. D. Richter; Story by W. D. Richter, Arthur Ross"
5936,1980,53,Writing (Screenplay Written Directly for the Screen),,,Fame ,Christopher Gore
5937,1980,53,Writing (Screenplay Written Directly for the Screen),1.0,1.0,Melvin and Howard ,Bo Goldman
5938,1980,53,Writing (Screenplay Written Directly for the Screen),,,Mon Oncle D'Amerique ,Jean Gruault
5939,1980,53,Writing (Screenplay Written Directly for the Screen),,,Private Benjamin ,"Nancy Meyers, Charles Shyer, Harvey Miller"
5940,1980,53,Special Achievement Award (Visual Effects),1.0,1.0,The Empire Strikes Back ,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson"
5941,1980,53,Honorary Award,1.0,1.0,Henry Fonda,
5942,1980,53,Medal of Commendation,1.0,1.0,Fred Hynes,
5943,1981,54,Actor in a Leading Role,,,Warren Beatty,Reds
5944,1981,54,Actor in a Leading Role,1.0,1.0,Henry Fonda,On Golden Pond
5945,1981,54,Actor in a Leading Role,,,Burt Lancaster,Atlantic City
5946,1981,54,Actor in a Leading Role,,,Dudley Moore,Arthur
5947,1981,54,Actor in a Leading Role,,,Paul Newman,Absence of Malice
5948,1981,54,Actor in a Supporting Role,,,James Coco,Only When I Laugh
5949,1981,54,Actor in a Supporting Role,1.0,1.0,John Gielgud,Arthur
5950,1981,54,Actor in a Supporting Role,,,Ian Holm,Chariots of Fire
5951,1981,54,Actor in a Supporting Role,,,Jack Nicholson,Reds
5952,1981,54,Actor in a Supporting Role,,,"Howard E. Rollins, Jr.",Ragtime
5953,1981,54,Actress in a Leading Role,1.0,1.0,Katharine Hepburn,On Golden Pond
5954,1981,54,Actress in a Leading Role,,,Diane Keaton,Reds
5955,1981,54,Actress in a Leading Role,,,Marsha Mason,Only When I Laugh
5956,1981,54,Actress in a Leading Role,,,Susan Sarandon,Atlantic City
5957,1981,54,Actress in a Leading Role,,,Meryl Streep,The French Lieutenant's Woman
5958,1981,54,Actress in a Supporting Role,,,Melinda Dillon,Absence of Malice
5959,1981,54,Actress in a Supporting Role,,,Jane Fonda,On Golden Pond
5960,1981,54,Actress in a Supporting Role,,,Joan Hackett,Only When I Laugh
5961,1981,54,Actress in a Supporting Role,,,Elizabeth McGovern,Ragtime
5962,1981,54,Actress in a Supporting Role,1.0,1.0,Maureen Stapleton,Reds
5963,1981,54,Art Direction,,,The French Lieutenant's Woman ,Art Direction: Assheton Gorton; Set Decoration: Ann Mollo
5964,1981,54,Art Direction,,,Heaven's Gate ,Art Direction: Tambi Larsen; Set Decoration: Jim Berkey
5965,1981,54,Art Direction,,,Ragtime ,"Art Direction: John Graysmark, Patrizia Von Brandenstein, Anthony Reading; Set Decoration: George de Titta, Sr., George de Titta, Jr., Peter Howitt"
5966,1981,54,Art Direction,1.0,1.0,Raiders of the Lost Ark ,"Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford"
5967,1981,54,Art Direction,,,Reds ,Art Direction: Richard Sylbert; Set Decoration: Michael Seirton
5968,1981,54,Cinematography,,,Excalibur ,Alex Thomson
5969,1981,54,Cinematography,,,On Golden Pond ,Billy Williams
5970,1981,54,Cinematography,,,Ragtime ,Miroslav Ondricek
5971,1981,54,Cinematography,,,Raiders of the Lost Ark ,Douglas Slocombe
5972,1981,54,Cinematography,1.0,1.0,Reds ,Vittorio Storaro
5973,1981,54,Costume Design,1.0,1.0,Chariots of Fire ,Milena Canonero
5974,1981,54,Costume Design,,,The French Lieutenant's Woman ,Tom Rand
5975,1981,54,Costume Design,,,Pennies from Heaven ,Bob Mackie
5976,1981,54,Costume Design,,,Ragtime ,Anna Hill Johnstone
5977,1981,54,Costume Design,,,Reds ,Shirley Russell
5978,1981,54,Directing,,,Atlantic City ,Louis Malle
5979,1981,54,Directing,,,Chariots of Fire ,Hugh Hudson
5980,1981,54,Directing,,,On Golden Pond ,Mark Rydell
5981,1981,54,Directing,,,Raiders of the Lost Ark ,Steven Spielberg
5982,1981,54,Directing,1.0,1.0,Reds ,Warren Beatty
5983,1981,54,Documentary (Feature),,,Against Wind and Tide: A Cuban Odyssey ,"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers"
5984,1981,54,Documentary (Feature),,,Brooklyn Bridge ,"Ken Burns, Producer"
5985,1981,54,Documentary (Feature),,,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott ,"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers"
5986,1981,54,Documentary (Feature),,,El Salvador: Another Vietnam ,"Glenn Silber and Tete Vasconcellos, Producers"
5987,1981,54,Documentary (Feature),1.0,1.0,Genocide ,"Arnold Schwartzman and Rabbi Marvin Hier, Producers"
5988,1981,54,Documentary (Short Subject),,,Americas in Transition ,"Obie Benz, Producer"
5989,1981,54,Documentary (Short Subject),1.0,1.0,Close Harmony ,"Nigel Noble, Producer"
5990,1981,54,Documentary (Short Subject),,,Journey for Survival ,"Dick Young, Producer"
5991,1981,54,Documentary (Short Subject),,,See What I Say ,"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers"
5992,1981,54,Documentary (Short Subject),,,Urge to Build ,"Roland Hallé and John Hoover, Producers"
5993,1981,54,Film Editing,,,Chariots of Fire ,Terry Rawlings
5994,1981,54,Film Editing,,,The French Lieutenant's Woman ,John Bloom
5995,1981,54,Film Editing,,,On Golden Pond ,Robert L. Wolfe
5996,1981,54,Film Editing,1.0,1.0,Raiders of the Lost Ark ,Michael Kahn
5997,1981,54,Film Editing,,,Reds ,"Dede Allen, Craig McKay"
5998,1981,54,Foreign Language Film,,,The Boat Is Full ,Switzerland
5999,1981,54,Foreign Language Film,,,Man of Iron ,Poland
6000,1981,54,Foreign Language Film,1.0,1.0,Mephisto ,Hungary
6001,1981,54,Foreign Language Film,,,Muddy River ,Japan
6002,1981,54,Foreign Language Film,,,Three Brothers ,Italy
6003,1981,54,Makeup,1.0,1.0,An American Werewolf in London ,Rick Baker
6004,1981,54,Makeup,,,Heartbeeps ,Stan Winston
6005,1981,54,Music (Original Score),1.0,1.0,Chariots of Fire ,Vangelis
6006,1981,54,Music (Original Score),,,Dragonslayer ,Alex North
6007,1981,54,Music (Original Score),,,On Golden Pond ,Dave Grusin
6008,1981,54,Music (Original Score),,,Ragtime ,Randy Newman
6009,1981,54,Music (Original Score),,,Raiders of the Lost Ark ,John Williams
6010,1981,54,Music (Original Song),1.0,1.0,"""Arthur's Theme (Best That You Can Do)"" from Arthur","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen"
6011,1981,54,Music (Original Song),,,"""Endless Love"" from Endless Love",Music and Lyric by Lionel Richie
6012,1981,54,Music (Original Song),,,"""The First Time It Happens"" from The Great Muppet Caper",Music and Lyric by Joe Raposo
6013,1981,54,Music (Original Song),,,"""For Your Eyes Only"" from For Your Eyes Only",Music by Bill Conti; Lyric by Mick Leeson
6014,1981,54,Music (Original Song),,,"""One More Hour"" from Ragtime",Music and Lyric by Randy Newman
6015,1981,54,Best Picture,,,Atlantic City ,"Denis Heroux and John Kemeny, Producers"
6016,1981,54,Best Picture,1.0,1.0,Chariots of Fire ,"David Puttnam, Producer"
6017,1981,54,Best Picture,,,On Golden Pond ,"Bruce Gilbert, Producer"
6018,1981,54,Best Picture,,,Raiders of the Lost Ark ,"Frank Marshall, Producer"
6019,1981,54,Best Picture,,,Reds ,"Warren Beatty, Producer"
6020,1981,54,Short Film (Animated),1.0,1.0,Crac ,"Frédéric Back, Producer"
6021,1981,54,Short Film (Animated),,,The Creation ,"Will Vinton, Producer"
6022,1981,54,Short Film (Animated),,,The Tender Tale of Cinderella Penguin ,"Janet Perlman, Producer"
6023,1981,54,Short Film (Live Action),,,Couples and Robbers ,"Christine Oestreicher, Producer"
6024,1981,54,Short Film (Live Action),,,First Winter ,"John N. Smith, Producer"
6025,1981,54,Short Film (Live Action),1.0,1.0,Violet ,"Paul Kemp and Shelley Levinson, Producers"
6026,1981,54,Sound,,,On Golden Pond ,"Richard Portman, David Ronne"
6027,1981,54,Sound,,,Outland ,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory"
6028,1981,54,Sound,,,Pennies from Heaven ,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton"
6029,1981,54,Sound,1.0,1.0,Raiders of the Lost Ark ,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman"
6030,1981,54,Sound,,,Reds ,"Dick Vorisek, Tom Fleischman, Simon Kaye"
6031,1981,54,Visual Effects,,,Dragonslayer ,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson"
6032,1981,54,Visual Effects,1.0,1.0,Raiders of the Lost Ark ,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston"
6033,1981,54,Writing (Screenplay Based on Material from Another Medium),,,The French Lieutenant's Woman ,Harold Pinter
6034,1981,54,Writing (Screenplay Based on Material from Another Medium),1.0,1.0,On Golden Pond ,Ernest Thompson
6035,1981,54,Writing (Screenplay Based on Material from Another Medium),,,Pennies from Heaven ,Dennis Potter
6036,1981,54,Writing (Screenplay Based on Material from Another Medium),,,Prince of the City ,"Jay Presson Allen, Sidney Lumet"
6037,1981,54,Writing (Screenplay Based on Material from Another Medium),,,Ragtime ,Michael Weller
6038,1981,54,Writing (Screenplay Written Directly for the Screen),,,Absence of Malice ,Kurt Luedtke
6039,1981,54,Writing (Screenplay Written Directly for the Screen),,,Arthur ,Steve Gordon
6040,1981,54,Writing (Screenplay Written Directly for the Screen),,,Atlantic City ,John Guare
6041,1981,54,Writing (Screenplay Written Directly for the Screen),1.0,1.0,Chariots of Fire ,Colin Welland
6042,1981,54,Writing (Screenplay Written Directly for the Screen),,,Reds ,"Warren Beatty, Trevor Griffiths"
6043,1981,54,Special Achievement Award (Sound Effects Editing),1.0,1.0,Raiders of the Lost Ark ,"Ben Burtt, Richard L. Anderson"
6044,1981,54,Jean Hersholt Humanitarian Award,1.0,1.0,Danny Kaye,
6045,1981,54,Honorary Award,1.0,1.0,Barbara Stanwyck,
6046,1981,54,Irving G. Thalberg Memorial Award,1.0,1.0,Albert R. Broccoli,
6047,1981,54,Gordon E. Sawyer Award,1.0,1.0,Joseph B. Walker,
6048,1982,55,Actor in a Leading Role,,,Dustin Hoffman,Tootsie
6049,1982,55,Actor in a Leading Role,1.0,1.0,Ben Kingsley,Gandhi
6050,1982,55,Actor in a Leading Role,,,Jack Lemmon,Missing
6051,1982,55,Actor in a Leading Role,,,Paul Newman,The Verdict
6052,1982,55,Actor in a Leading Role,,,Peter O'Toole,My Favorite Year
6053,1982,55,Actor in a Supporting Role,,,Charles Durning,The Best Little Whorehouse in Texas
6054,1982,55,Actor in a Supporting Role,1.0,1.0,"Louis Gossett, Jr.",An Officer and a Gentleman
6055,1982,55,Actor in a Supporting Role,,,John Lithgow,The World According to Garp
6056,1982,55,Actor in a Supporting Role,,,James Mason,The Verdict
6057,1982,55,Actor in a Supporting Role,,,Robert Preston,Victor/Victoria
6058,1982,55,Actress in a Leading Role,,,Julie Andrews,Victor/Victoria
6059,1982,55,Actress in a Leading Role,,,Jessica Lange,Frances
6060,1982,55,Actress in a Leading Role,,,Sissy Spacek,Missing
6061,1982,55,Actress in a Leading Role,1.0,1.0,Meryl Streep,Sophie's Choice
6062,1982,55,Actress in a Leading Role,,,Debra Winger,An Officer and a Gentleman
6063,1982,55,Actress in a Supporting Role,,,Glenn Close,The World According to Garp
6064,1982,55,Actress in a Supporting Role,,,Teri Garr,Tootsie
6065,1982,55,Actress in a Supporting Role,1.0,1.0,Jessica Lange,Tootsie
6066,1982,55,Actress in a Supporting Role,,,Kim Stanley,Frances
6067,1982,55,Actress in a Supporting Role,,,Lesley Ann Warren,Victor/Victoria
6068,1982,55,Art Direction,,,Annie ,Art Direction: Dale Hennesy; Set Decoration: Marvin March
6069,1982,55,Art Direction,,,Blade Runner ,"Art Direction: Lawrence G. Paull, David L. Snyder; Set Decoration: Linda DeScenna"
6070,1982,55,Art Direction,1.0,1.0,Gandhi ,"Art Direction: Stuart Craig, Bob Laing; Set Decoration: Michael Seirton"
6071,1982,55,Art Direction,,,La Traviata ,Art Direction: Franco Zeffirelli; Set Decoration: Gianni Quaranta
6072,1982,55,Art Direction,,,Victor/Victoria ,"Art Direction: Rodger Maus, Tim Hutchinson, William Craig Smith; Set Decoration: Harry Cordwell"
6073,1982,55,Cinematography,,,Das Boot ,Jost Vacano
6074,1982,55,Cinematography,,,E.T. The Extra-Terrestrial ,Allen Daviau
6075,1982,55,Cinematography,1.0,1.0,Gandhi ,"Billy Williams, Ronnie Taylor"
6076,1982,55,Cinematography,,,Sophie's Choice ,Nestor Almendros
6077,1982,55,Cinematography,,,Tootsie ,Owen Roizman
6078,1982,55,Costume Design,1.0,1.0,Gandhi ,"John Mollo, Bhanu Athaiya"
6079,1982,55,Costume Design,,,La Traviata ,Piero Tosi
6080,1982,55,Costume Design,,,Sophie's Choice ,Albert Wolsky
6081,1982,55,Costume Design,,,Tron ,"Elois Jenssen, Rosanna Norton"
6082,1982,55,Costume Design,,,Victor/Victoria ,Patricia Norris
6083,1982,55,Directing,,,Das Boot ,Wolfgang Petersen
6084,1982,55,Directing,,,E.T. The Extra-Terrestrial ,Steven Spielberg
6085,1982,55,Directing,1.0,1.0,Gandhi ,Richard Attenborough
6086,1982,55,Directing,,,Tootsie ,Sydney Pollack
6087,1982,55,Directing,,,The Verdict ,Sidney Lumet
6088,1982,55,Documentary (Feature),,,After the Axe ,"Sturla Gunnarsson and Steve Lucas, Producers"
6089,1982,55,Documentary (Feature),,,Ben's Mill ,"John Karol and Michel Chalufour, Producers"
6090,1982,55,Documentary (Feature),,,In Our Water ,"Meg Switzgable, Producer"
6091,1982,55,Documentary (Feature),1.0,1.0,Just Another Missing Kid ,"John Zaritsky, Producer"
6092,1982,55,Documentary (Feature),,,A Portrait of Giselle ,"Joseph Wishy, Producer"
6093,1982,55,Documentary (Short Subject),,,Gods of Metal ,"Robert Richter, Producer"
6094,1982,55,Documentary (Short Subject),1.0,1.0,If You Love This Planet ,"Edward Le Lorrain and Terri Nash, Producers"
6095,1982,55,Documentary (Short Subject),,,The Klan: A Legacy of Hate in America ,"Charles Guggenheim and Werner Schumann, Producers"
6096,1982,55,Documentary (Short Subject),,,To Live or Let Die ,"Freida Lee Mock, Producer"
6097,1982,55,Documentary (Short Subject),,,Traveling Hopefully ,"John G. Avildsen, Producer"
6098,1982,55,Film Editing,,,Das Boot ,Hannes Nikel
6099,1982,55,Film Editing,,,E.T. The Extra-Terrestrial ,Carol Littleton
6100,1982,55,Film Editing,1.0,1.0,Gandhi ,John Bloom
6101,1982,55,Film Editing,,,An Officer and a Gentleman ,Peter Zinner
6102,1982,55,Film Editing,,,Tootsie ,"Fredric Steinkamp, William Steinkamp"
6103,1982,55,Foreign Language Film,,,Alsino and the Condor ,Nicaragua
