,year,ceremony,award,is_winner,winner,movieName,filmInfo
360,1935,8,Directing,,,Captain Blood ,Michael Curtiz [Second]
361,1935,8,Directing,1.0,1.0,The Informer ,John Ford
362,1935,8,Directing,,,The Lives of a Bengal Lancer ,Henry Hathaway [Third]
363,1935,8,Directing,,,Mutiny on the Bounty ,Frank Lloyd
364,1935,8,Film Editing,,,David Copperfield ,Robert J. Kern
365,1935,8,Film Editing,,,The Informer ,George Hively [Third]
366,1935,8,Film Editing,,,Les Miserables ,Barbara McLean
367,1935,8,Film Editing,,,The Lives of a Bengal Lancer ,Ellsworth Hoagland
368,1935,8,Film Editing,1.0,1.0,A Midsummer Night's Dream ,Ralph Dawson
369,1935,8,Film Editing,,,Mutiny on the Bounty ,Margaret Booth [Second]
370,1935,8,Music (Scoring),,,Captain Blood ,"Warner Brothers-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [Third]"
371,1935,8,Music (Scoring),1.0,1.0,The Informer ,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)"
372,1935,8,Music (Scoring),,,Mutiny on the Bounty ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [Second]"
373,1935,8,Music (Scoring),,,Peter Ibbetson ,"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)"
374,1935,8,Music (Song),,,"""Cheek To Cheek"" from Top Hat",Music and Lyrics by Irving Berlin [Second]
375,1935,8,Music (Song),,,"""Lovely To Look At"" from Roberta",Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [Third]
376,1935,8,Music (Song),1.0,1.0,"""Lullaby Of Broadway"" from Gold Diggers of 1935",Music by Harry Warren; Lyrics by Al Dubin
377,1935,8,Outstanding Production,,,Alice Adams ,RKO Radio
378,1935,8,Outstanding Production,,,Broadway Melody of 1936 ,Metro-Goldwyn-Mayer
379,1935,8,Outstanding Production,,,Captain Blood ,Cosmopolitan [Third]
380,1935,8,Outstanding Production,,,David Copperfield ,Metro-Goldwyn-Mayer
381,1935,8,Outstanding Production,,,The Informer ,RKO Radio [Second]
382,1935,8,Outstanding Production,,,Les Miserables ,20th Century
383,1935,8,Outstanding Production,,,The Lives of a Bengal Lancer ,Paramount
384,1935,8,Outstanding Production,,,A Midsummer Night's Dream ,Warner Brothers
385,1935,8,Outstanding Production,1.0,1.0,Mutiny on the Bounty ,Metro-Goldwyn-Mayer
386,1935,8,Outstanding Production,,,Naughty Marietta ,Metro-Goldwyn-Mayer
387,1935,8,Outstanding Production,,,Ruggles of Red Gap ,Paramount
388,1935,8,Outstanding Production,,,Top Hat ,RKO Radio
389,1935,8,Short Subject (Cartoon),,,The Calico Dragon ,Harman-Ising [Third]
390,1935,8,Short Subject (Cartoon),1.0,1.0,Three Orphan Kittens ,"Walt Disney, Producer"
391,1935,8,Short Subject (Cartoon),,,Who Killed Cock Robin? ,"Walt Disney, Producer [Second]"
392,1935,8,Short Subject (Comedy),1.0,1.0,How to Sleep ,"Jack Chertok, Producer"
393,1935,8,Short Subject (Comedy),,,"Oh, My Nerves ","Jules White, Producer [Second]"
394,1935,8,Short Subject (Comedy),,,Tit for Tat ,"Hal Roach, Producer [Third]"
395,1935,8,Short Subject (Novelty),,,Audioscopiks ,"Pete Smith, Producer [tied for 2nd]"
396,1935,8,Short Subject (Novelty),,,Camera Thrills ,Universal [tied for 2nd]
397,1935,8,Short Subject (Novelty),1.0,1.0,Wings over Mt. Everest ,Gaumont British and Skibo Productions
398,1935,8,Sound Recording,,,Bride of Frankenstein ,"Universal Studio Sound Department, Gilbert Kurland, Sound Director"
399,1935,8,Sound Recording,,,Captain Blood ,"Warner Brothers-First National Studio Sound Department, Nathan Levinson, Sound Director [Second]"
400,1935,8,Sound Recording,,,The Dark Angel ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
401,1935,8,Sound Recording,,,I Dream Too Much ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director"
402,1935,8,Sound Recording,,,The Lives of a Bengal Lancer ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [Third]"
403,1935,8,Sound Recording,,,Love Me Forever ,"Columbia Studio Sound Department, John Livadary, Sound Director"
404,1935,8,Sound Recording,1.0,1.0,Naughty Marietta ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
405,1935,8,Sound Recording,,,"$1,000 a Minute ",Republic Studio Sound Department
406,1935,8,Sound Recording,,,Thanks a Million ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
407,1935,8,Writing (Original Story),,,Broadway Melody of 1936 ,Moss Hart [Third]
408,1935,8,Writing (Original Story),,,G-Men ,Gregory Rogers [Second]
409,1935,8,Writing (Original Story),,,The Gay Deception ,"Don Hartman, Stephen Avery"
410,1935,8,Writing (Original Story),1.0,1.0,The Scoundrel ,"Ben Hecht, Charles MacArthur"
411,1935,8,Writing (Screenplay),,,Captain Blood ,Casey Robinson [Third]
412,1935,8,Writing (Screenplay),1.0,1.0,The Informer ,Dudley Nichols
413,1935,8,Writing (Screenplay),,,The Lives of a Bengal Lancer ,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt"
414,1935,8,Writing (Screenplay),,,Mutiny on the Bounty ,"Talbot Jennings, Jules Furthman, Carey Wilson [Second]"
415,1935,8,Special Award,1.0,1.0,David Wark Griffith,
416,1936,9,Actor,,,Gary Cooper,Mr. Deeds Goes to Town
417,1936,9,Actor,,,Walter Huston,Dodsworth
418,1936,9,Actor,1.0,1.0,Paul Muni,The Story of Louis Pasteur
419,1936,9,Actor,,,William Powell,My Man Godfrey
420,1936,9,Actor,,,Spencer Tracy,San Francisco
421,1936,9,Actor in a Supporting Role,,,Mischa Auer,My Man Godfrey
422,1936,9,Actor in a Supporting Role,1.0,1.0,Walter Brennan,Come and Get It
423,1936,9,Actor in a Supporting Role,,,Stuart Erwin,Pigskin Parade
424,1936,9,Actor in a Supporting Role,,,Basil Rathbone,Romeo and Juliet
425,1936,9,Actor in a Supporting Role,,,Akim Tamiroff,The General Died at Dawn
426,1936,9,Actress,,,Irene Dunne,Theodora Goes Wild
427,1936,9,Actress,,,Gladys George,Valiant Is the Word for Carrie
428,1936,9,Actress,,,Carole Lombard,My Man Godfrey
429,1936,9,Actress,1.0,1.0,Luise Rainer,The Great Ziegfeld
430,1936,9,Actress,,,Norma Shearer,Romeo and Juliet
431,1936,9,Actress in a Supporting Role,,,Beulah Bondi,The Gorgeous Hussy
432,1936,9,Actress in a Supporting Role,,,Alice Brady,My Man Godfrey
433,1936,9,Actress in a Supporting Role,,,Bonita Granville,These Three
434,1936,9,Actress in a Supporting Role,,,Maria Ouspenskaya,Dodsworth
435,1936,9,Actress in a Supporting Role,1.0,1.0,Gale Sondergaard,Anthony Adverse
436,1936,9,Art Direction,,,Anthony Adverse ,Anton Grot
437,1936,9,Art Direction,1.0,1.0,Dodsworth ,Richard Day
438,1936,9,Art Direction,,,The Great Ziegfeld ,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis"
439,1936,9,Art Direction,,,Lloyds of London ,William S. Darling
440,1936,9,Art Direction,,,The Magnificent Brute ,"Albert S. D'Agostino, Jack Otterson"
441,1936,9,Art Direction,,,Romeo and Juliet ,"Cedric Gibbons, Fredric Hope, Edwin B. Willis"
442,1936,9,Art Direction,,,Winterset ,Perry Ferguson
443,1936,9,Assistant Director,,,Anthony Adverse ,William Cannon
444,1936,9,Assistant Director,1.0,1.0,The Charge of the Light Brigade ,Jack Sullivan
445,1936,9,Assistant Director,,,The Garden of Allah ,Eric G. Stacey
446,1936,9,Assistant Director,,,The Last of the Mohicans ,Clem Beauchamp
447,1936,9,Assistant Director,,,San Francisco ,Joseph Newman
448,1936,9,Cinematography,1.0,1.0,Anthony Adverse ,Gaetano Gaudio
449,1936,9,Cinematography,,,The General Died at Dawn ,Victor Milner
450,1936,9,Cinematography,,,The Gorgeous Hussy ,George Folsey
451,1936,9,Dance Direction,,,Busby Berkeley,Love and War number from Gold Diggers of 1937
452,1936,9,Dance Direction,,,Bobby Connolly,1000 Love Songs number from Cain and Mabel
453,1936,9,Dance Direction,1.0,1.0,Seymour Felix,A Pretty Girl Is Like a Melody number from The Great Ziegfeld
454,1936,9,Dance Direction,,,Dave Gould,Swingin' the Jinx number from Born to Dance
455,1936,9,Dance Direction,,,Jack Haskell,Skating Ensemble number from One in a Million
456,1936,9,Dance Direction,,,Russell Lewis,The Finale number from Dancing Pirate
457,1936,9,Dance Direction,,,Hermes Pan,Bojangles of Harlem number from Swing Time
458,1936,9,Directing,,,Dodsworth ,William Wyler
459,1936,9,Directing,,,The Great Ziegfeld ,Robert Z. Leonard
460,1936,9,Directing,1.0,1.0,Mr. Deeds Goes to Town ,Frank Capra
461,1936,9,Directing,,,My Man Godfrey ,Gregory La Cava
462,1936,9,Directing,,,San Francisco ,W. S. Van Dyke
463,1936,9,Film Editing,1.0,1.0,Anthony Adverse ,Ralph Dawson
464,1936,9,Film Editing,,,Come and Get It ,Edward Curtiss
465,1936,9,Film Editing,,,The Great Ziegfeld ,William S. Gray
466,1936,9,Film Editing,,,Lloyds of London ,Barbara McLean
467,1936,9,Film Editing,,,A Tale of Two Cities ,Conrad A. Nervig
468,1936,9,Film Editing,,,Theodora Goes Wild ,Otto Meyer
469,1936,9,Music (Scoring),1.0,1.0,Anthony Adverse ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)"
470,1936,9,Music (Scoring),,,The Charge of the Light Brigade ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
471,1936,9,Music (Scoring),,,The Garden of Allah ,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)"
472,1936,9,Music (Scoring),,,The General Died at Dawn ,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)"
473,1936,9,Music (Scoring),,,Winterset ,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)"
474,1936,9,Music (Song),,,"""Did I Remember"" from Suzy",Music by Walter Donaldson; Lyrics by Harold Adamson
475,1936,9,Music (Song),,,"""I've Got You Under My Skin"" from Born to Dance",Music and Lyrics by Cole Porter
476,1936,9,Music (Song),,,"""A Melody From The Sky"" from Trail of the Lonesome Pine",Music by Louis Alter; Lyrics by Sidney Mitchell
477,1936,9,Music (Song),,,"""Pennies From Heaven"" from Pennies from Heaven",Music by Arthur Johnston; Lyrics by Johnny Burke
478,1936,9,Music (Song),1.0,1.0,"""The Way You Look Tonight"" from Swing Time",Music by Jerome Kern; Lyrics by Dorothy Fields
479,1936,9,Music (Song),,,"""When Did You Leave Heaven"" from Sing, Baby, Sing",Music by Richard A. Whiting; Lyrics by Walter Bullock
480,1936,9,Outstanding Production,,,Anthony Adverse ,Warner Brothers
481,1936,9,Outstanding Production,,,Dodsworth ,Samuel Goldwyn Productions
482,1936,9,Outstanding Production,1.0,1.0,The Great Ziegfeld ,Metro-Goldwyn-Mayer
483,1936,9,Outstanding Production,,,Libeled Lady ,Metro-Goldwyn-Mayer
484,1936,9,Outstanding Production,,,Mr. Deeds Goes to Town ,Columbia
485,1936,9,Outstanding Production,,,Romeo and Juliet ,Metro-Goldwyn-Mayer
486,1936,9,Outstanding Production,,,San Francisco ,Metro-Goldwyn-Mayer
487,1936,9,Outstanding Production,,,The Story of Louis Pasteur ,Cosmopolitan
488,1936,9,Outstanding Production,,,A Tale of Two Cities ,Metro-Goldwyn-Mayer
489,1936,9,Outstanding Production,,,Three Smart Girls ,Universal
490,1936,9,Short Subject (Cartoon),1.0,1.0,The Country Cousin ,"Walt Disney, Producer"
491,1936,9,Short Subject (Cartoon),,,Old Mill Pond ,Harman-Ising
492,1936,9,Short Subject (Cartoon),,,Sinbad the Sailor ,Paramount
493,1936,9,Short Subject (Color),1.0,1.0,Give Me Liberty ,Warner Brothers
494,1936,9,Short Subject (Color),,,La Fiesta de Santa Barbara ,"Lewis Lewyn, Producer"
495,1936,9,Short Subject (Color),,,Popular Science J-6-2 ,Paramount
496,1936,9,Short Subject (One Reel),1.0,1.0,Bored of Education ,"Hal Roach, Producer"
497,1936,9,Short Subject (One Reel),,,Moscow Moods ,Paramount
498,1936,9,Short Subject (One Reel),,,"Wanted, a Master ","Pete Smith, Producer"
499,1936,9,Short Subject (Two Reel),,,Double or Nothing ,Warner Brothers
500,1936,9,Short Subject (Two Reel),,,Dummy Ache ,RKO Radio
501,1936,9,Short Subject (Two Reel),1.0,1.0,The Public Pays ,Metro-Goldwyn-Mayer
502,1936,9,Sound Recording,,,Banjo on My Knee ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
503,1936,9,Sound Recording,,,The Charge of the Light Brigade ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
504,1936,9,Sound Recording,,,Dodsworth ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
505,1936,9,Sound Recording,,,General Spanky ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
506,1936,9,Sound Recording,,,Mr. Deeds Goes to Town ,"Columbia Studio Sound Department, John Livadary, Sound Director"
507,1936,9,Sound Recording,1.0,1.0,San Francisco ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
508,1936,9,Sound Recording,,,The Texas Rangers ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
509,1936,9,Sound Recording,,,That Girl from Paris ,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director"
510,1936,9,Sound Recording,,,Three Smart Girls ,"Universal Studio Sound Department, Homer G. Tasker, Sound Director"
511,1936,9,Writing (Original Story),,,Fury ,Norman Krasna
512,1936,9,Writing (Original Story),,,The Great Ziegfeld ,William Anthony McGuire
513,1936,9,Writing (Original Story),,,San Francisco ,Robert Hopkins
514,1936,9,Writing (Original Story),1.0,1.0,The Story of Louis Pasteur ,"Pierre Collings, Sheridan Gibney"
515,1936,9,Writing (Original Story),,,Three Smart Girls ,Adele Comandini
516,1936,9,Writing (Screenplay),,,After the Thin Man ,"Frances Goodrich, Albert Hackett"
517,1936,9,Writing (Screenplay),,,Dodsworth ,Sidney Howard
518,1936,9,Writing (Screenplay),,,Mr. Deeds Goes to Town ,Robert Riskin
519,1936,9,Writing (Screenplay),,,My Man Godfrey ,"Eric Hatch, Morris Ryskind"
520,1936,9,Writing (Screenplay),1.0,1.0,The Story of Louis Pasteur ,"Pierre Collings, Sheridan Gibney"
521,1936,9,Special Award,1.0,1.0,The March of Time,
522,1936,9,Special Award,1.0,1.0,W. Howard Greene and Harold Rosson,The Garden of Allah
523,1937,10,Actor,,,Charles Boyer,Conquest
524,1937,10,Actor,,,Fredric March,A Star Is Born
525,1937,10,Actor,,,Robert Montgomery,Night Must Fall
526,1937,10,Actor,,,Paul Muni,The Life of Emile Zola
527,1937,10,Actor,1.0,1.0,Spencer Tracy,Captains Courageous
528,1937,10,Actor in a Supporting Role,,,Ralph Bellamy,The Awful Truth
529,1937,10,Actor in a Supporting Role,,,Thomas Mitchell,The Hurricane
530,1937,10,Actor in a Supporting Role,1.0,1.0,Joseph Schildkraut,The Life of Emile Zola
531,1937,10,Actor in a Supporting Role,,,H. B. Warner,Lost Horizon
532,1937,10,Actor in a Supporting Role,,,Roland Young,Topper
533,1937,10,Actress,,,Irene Dunne,The Awful Truth
534,1937,10,Actress,,,Greta Garbo,Camille
535,1937,10,Actress,,,Janet Gaynor,A Star Is Born
536,1937,10,Actress,1.0,1.0,Luise Rainer,The Good Earth
537,1937,10,Actress,,,Barbara Stanwyck,Stella Dallas
538,1937,10,Actress in a Supporting Role,1.0,1.0,Alice Brady,In Old Chicago
539,1937,10,Actress in a Supporting Role,,,Andrea Leeds,Stage Door
540,1937,10,Actress in a Supporting Role,,,Anne Shirley,Stella Dallas
541,1937,10,Actress in a Supporting Role,,,Claire Trevor,Dead End
542,1937,10,Actress in a Supporting Role,,,Dame May Whitty,Night Must Fall
543,1937,10,Art Direction,,,Conquest ,"Cedric Gibbons, William Horning"
544,1937,10,Art Direction,,,A Damsel in Distress ,Carroll Clark
545,1937,10,Art Direction,,,Dead End ,Richard Day
546,1937,10,Art Direction,,,Every Day's a Holiday ,Wiard Ihnen
547,1937,10,Art Direction,,,The Life of Emile Zola ,Anton Grot
548,1937,10,Art Direction,1.0,1.0,Lost Horizon ,Stephen Goosson
549,1937,10,Art Direction,,,Manhattan Merry-Go-Round ,John Victor Mackay
550,1937,10,Art Direction,,,The Prisoner of Zenda ,Lyle Wheeler
551,1937,10,Art Direction,,,Souls at Sea ,"Hans Dreier, Roland Anderson"
552,1937,10,Art Direction,,,Walter Wanger's Vogues of 1938 ,Alexander Toluboff
553,1937,10,Art Direction,,,Wee Willie Winkie ,"William S. Darling, David Hall"
554,1937,10,Art Direction,,,You're a Sweetheart ,Jack Otterson
555,1937,10,Assistant Director,1.0,1.0,In Old Chicago ,Robert Webb
556,1937,10,Assistant Director,,,The Life of Emile Zola ,Russ Saunders
557,1937,10,Assistant Director,,,Lost Horizon ,"C. C. Coleman, Jr."
558,1937,10,Assistant Director,,,Souls at Sea ,Hal Walker
559,1937,10,Assistant Director,,,A Star Is Born ,Eric Stacey
560,1937,10,Cinematography,,,Dead End ,Gregg Toland
561,1937,10,Cinematography,1.0,1.0,The Good Earth ,Karl Freund
562,1937,10,Cinematography,,,Wings over Honolulu ,Joseph Valentine
563,1937,10,Dance Direction,,,Busby Berkeley,The Finale number from Varsity Show
564,1937,10,Dance Direction,,,Bobby Connolly,"Too Marvelous for Words number from Ready, Willing and Able"
565,1937,10,Dance Direction,,,Dave Gould,All God's Children Got Rhythm number from A Day at the Races
566,1937,10,Dance Direction,,,Sammy Lee,Swing Is Here to Stay number from Ali Baba Goes to Town
567,1937,10,Dance Direction,,,Harry Losee,Prince Igor Suite number from Thin Ice
568,1937,10,Dance Direction,1.0,1.0,Hermes Pan,Fun House number from A Damsel in Distress
569,1937,10,Dance Direction,,,LeRoy Prinz,Luau number from Waikiki Wedding
570,1937,10,Directing,1.0,1.0,The Awful Truth ,Leo McCarey
571,1937,10,Directing,,,The Good Earth ,Sidney Franklin
572,1937,10,Directing,,,The Life of Emile Zola ,William Dieterle
573,1937,10,Directing,,,Stage Door ,Gregory La Cava
574,1937,10,Directing,,,A Star Is Born ,William Wellman
575,1937,10,Film Editing,,,The Awful Truth ,Al Clark
576,1937,10,Film Editing,,,Captains Courageous ,Elmo Veron
577,1937,10,Film Editing,,,The Good Earth ,Basil Wrangell
578,1937,10,Film Editing,1.0,1.0,Lost Horizon ,"Gene Havlick, Gene Milford"
579,1937,10,Film Editing,,,One Hundred Men and a Girl ,Bernard W. Burton
580,1937,10,Music (Scoring),,,The Hurricane ,"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)"
581,1937,10,Music (Scoring),,,In Old Chicago ,"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)"
582,1937,10,Music (Scoring),,,The Life of Emile Zola ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
583,1937,10,Music (Scoring),,,Lost Horizon ,"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)"
584,1937,10,Music (Scoring),,,Make a Wish ,"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)"
585,1937,10,Music (Scoring),,,Maytime ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)"
586,1937,10,Music (Scoring),1.0,1.0,One Hundred Men and a Girl ,"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)"
587,1937,10,Music (Scoring),,,Portia on Trial ,"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)"
588,1937,10,Music (Scoring),,,The Prisoner of Zenda ,"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)"
589,1937,10,Music (Scoring),,,Quality Street ,"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)"
590,1937,10,Music (Scoring),,,Snow White and the Seven Dwarfs ,"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)"
591,1937,10,Music (Scoring),,,Something to Sing About ,"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)"
592,1937,10,Music (Scoring),,,Souls at Sea ,"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)"
593,1937,10,Music (Scoring),,,Way Out West ,"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)"
